mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	63/2	63/2	0.5	7/8	7/8	4/4	2	1		viio64/V/III		d	i		viio64/V/III	vii	o	64		V/III			o	1	1	-3, 3, 0		3	-3
9	9	32	32	1.5	0	0	4/4	2	1		V6/III		d	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
9	9	34	34	0.5	1/2	1/2	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	69/2	69/2	0.5	5/8	5/8	4/4	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	35	35	0.5	3/4	3/4	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
9	9	71/2	71/2	0.5	7/8	7/8	4/4	2	1		iio6	iv	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
10	10	36	36	4.0	0	0	4/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	40	40	0.5	0	0	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
11	11	81/2	81/2	0.5	1/8	1/8	4/4	2	1		V2/IV		d	i		V2/IV	V		2		IV			Mm7	1	1	-2, 0, 4, 1		0	-2
11	11	41	41	0.5	1/4	1/4	4/4	2	1		IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
11	11	83/2	83/2	0.5	3/8	3/8	4/4	2	1		v.#viio64		d	v		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
11	11	42	42	0.5	1/2	1/2	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	85/2	85/2	0.5	5/8	5/8	4/4	2	1		#viio		d	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
11	11	43	43	0.5	3/4	3/4	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
11	11	87/2	87/2	0.5	7/8	7/8	4/4	2	1		iio6	iv	d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
12	12	44	44	4.0	0	0	4/4	2	1		V7		d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	48	48	0.5	0	0	4/4	2	1		i}{		d	v		i	i						}{	m	1	1	0, -3, 1		0	0
13	13	97/2	97/2	0.5	1/8	1/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
13	13	49	49	0.5	1/4	1/4	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	99/2	99/2	0.5	3/8	3/8	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
13	13	50	50	0.5	1/2	1/2	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	101/2	101/2	0.5	5/8	5/8	4/4	2	1		iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
13	13	51	51	0.5	3/4	3/4	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	103/2	103/2	0.5	7/8	7/8	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	14	52	52	0.5	0	0	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
14	14	105/2	105/2	0.5	1/8	1/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
14	14	53	53	0.5	1/4	1/4	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	107/2	107/2	0.5	3/8	3/8	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	14	54	54	0.5	1/2	1/2	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	109/2	109/2	0.5	5/8	5/8	4/4	2	1		iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
14	14	55	55	0.5	3/4	3/4	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	111/2	111/2	0.5	7/8	7/8	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
15	15	56	56	0.5	0	0	4/4	2	1		i|IAC}{		d	v		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
15	15	113/2	113/2	1.5	1/8	1/8	4/4	2	1		iv64		d	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0
15	15	58	58	0.5	1/2	1/2	4/4	2	1		V65		d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
15	15	117/2	117/2	1.5	5/8	5/8	4/4	2	1		v6		d	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
16	16	60	60	0.5	0	0	4/4	2	1		IV6		d	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
16	16	121/2	121/2	1.5	1/8	1/8	4/4	2	1		iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	16	62	62	0.5	1/2	1/2	4/4	2	1		III6		d	v		III6	III		6					M	1	1	1, -2, -3		-3	1
16	16	125/2	125/2	0.5	5/8	5/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
16	16	63	63	0.5	3/4	3/4	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	127/2	127/2	0.5	7/8	7/8	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	64	64	0.5	0	0	4/4	2	1		VI6		d	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0
17	17	129/2	129/2	0.5	1/8	1/8	4/4	2	1		v6		d	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
17	17	65	65	0.5	1/4	1/4	4/4	2	1		iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
17	17	131/2	131/2	0.5	3/8	3/8	4/4	2	1		III6		d	v		III6	III		6					M	1	1	1, -2, -3		-3	1
17	17	66	66	0.5	1/2	1/2	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
17	17	133/2	133/2	0.5	5/8	5/8	4/4	2	1		i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	67	67	0.5	3/4	3/4	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	135/2	135/2	0.5	7/8	7/8	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
18	18	68	68	2.0	0	0	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
18	18	70	70	2.0	1/2	1/2	4/4	2	1		ii%43		d	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
19	19	72	72	2.0	0	0	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
19	19	74	74	2.0	1/2	1/2	4/4	2	1		ii%65		d	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
20	20	76	76	2.0	0	0	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
20	20	78	78	2.0	1/2	1/2	4/4	2	1		ii%43		d	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
21	21	80	80	4.0	0	0	4/4	2	1		V7|HC}{		d	v		V7	V		7			HC	}{	Mm7	1	1	1, 5, 2, -1		1	1
22	22	84	84	0.5	0	0	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
22	22	169/2	169/2	0.5	1/8	1/8	4/4	2	1		V2/iv		d	v		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
22	22	85	85	0.5	1/4	1/4	4/4	2	1		iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
22	22	171/2	171/2	0.5	3/8	3/8	4/4	2	1		#viio6/iv		d	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
22	22	86	86	0.5	1/2	1/2	4/4	2	1		iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	22	173/2	173/2	0.5	5/8	5/8	4/4	2	1		IV2		d	v		IV2	IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
22	22	87	87	0.5	3/4	3/4	4/4	2	1		#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
22	22	175/2	175/2	0.5	7/8	7/8	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
23	23	88	88	0.5	0	0	4/4	2	1		#viio		d	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
23	23	177/2	177/2	0.5	1/8	1/8	4/4	2	1		i		d	v		i	i							m	1	1	0, -3, 1		0	0
23	23	89	89	0.5	1/4	1/4	4/4	2	1		iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
23	23	179/2	179/2	0.5	3/8	3/8	4/4	2	1		#viio6/iv	V	d	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
23	23	90	90	1.0	1/2	1/2	4/4	2	1		iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
23	23	91	91	0.5	3/4	3/4	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	183/2	183/2	0.5	7/8	7/8	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
24	24	92	92	0.5	0	0	4/4	2	1		iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	24	185/2	185/2	0.5	1/8	1/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
24	24	93	93	0.5	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
24	24	187/2	187/2	0.5	3/8	3/8	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
24	24	94	94	0.5	1/2	1/2	4/4	2	1		iv6|DC		d	v		iv6	iv		6			DC		m	1	1	-4, 0, -1		-1	-4
24	24	189/2	189/2	0.5	5/8	5/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
24	24	95	95	0.5	3/4	3/4	4/4	2	1		V(64)		d	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
24	24	191/2	191/2	0.5	7/8	7/8	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
25	25	96	96	0.5	0	0	4/4	2	1		iv6|DC		d	v		iv6	iv		6			DC		m	1	1	-4, 0, -1		-1	-4
25	25	193/2	193/2	0.5	1/8	1/8	4/4	2	1		iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
25	25	97	97	0.5	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	195/2	195/2	0.5	3/8	3/8	4/4	2	1		V		d	v		V	V							M	1	1	1, 5, 2		1	1
25	25	98	98	2.0	1/2	1/2	4/4	2	1		I|PAC}		d	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
26	26		100		0	0	4/4	2	1	1	i.V		d	i		V	V							M	1	1	1, 5, 2		1	1
28	26	100	108	4.0	0	0	4/4	2	1	2	I		d	v		I	I							M	1	1	0, 4, 1		0	0
29	27	104	112	3.0	0	0	4/4	2	1		i.V{		d	i		V	V						{	M	1	1	1, 5, 2		1	1
29	27	107	115	1.0	3/4	3/4	4/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	28	108	116	1.0	0	0	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
30	28	109	117	0.5	1/4	1/4	4/4	2	1		V7(9)		d	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
30	28	219/2	235/2	0.5	3/8	3/8	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
30	28	110	118	0.5	1/2	1/2	4/4	2	1		iio64		d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
30	28	221/2	237/2	0.5	5/8	5/8	4/4	2	1		i64		d	i		i64	i		64					m	1	1	1, 0, -3		0	1
30	28	111	119	0.5	3/4	3/4	4/4	2	1		#viio64		d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
30	28	223/2	239/2	0.5	7/8	7/8	4/4	2	1		iio64/V		d	i		iio64/V	ii	o	64		V			o	1	1	-3, 3, 0		3	-3
31	29	112	120	0.5	0	0	4/4	2	1		V43		d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
31	29	225/2	241/2	0.5	1/8	1/8	4/4	2	1		iv64		d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
31	29	113	121	0.5	1/4	1/4	4/4	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
31	29	227/2	243/2	0.5	3/8	3/8	4/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	29	114	122	2.0	1/2	1/2	4/4	2	1		i|IAC}{		d	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
32	30	116	124	2.0	0	0	4/4	2	1		iv.V2		d	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
32	30	118	126	0.5	1/2	1/2	4/4	2	1		i6}{		d	iv		i6	i		6				}{	m	1	1	-3, 1, 0		0	-3
32	30	237/2	253/2	0.5	5/8	5/8	4/4	2	1		iv		d	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	30	119	127	0.5	3/4	3/4	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	30	239/2	255/2	0.5	7/8	7/8	4/4	2	1		#viio6		d	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
33	31	120	128	0.5	0	0	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
33	31	241/2	257/2	0.5	1/8	1/8	4/4	2	1		iio6		d	iv		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
33	31	121	129	0.5	1/4	1/4	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
33	31	243/2	259/2	0.5	3/8	3/8	4/4	2	1		#viio6		d	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
33	31	122	130	0.5	1/2	1/2	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
33	31	245/2	261/2	0.5	5/8	5/8	4/4	2	1		iv		d	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
33	31	123	131	0.5	3/4	3/4	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
33	31	247/2	263/2	0.5	7/8	7/8	4/4	2	1		#viio6		d	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
34	32	124	132	0.5	0	0	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	32	249/2	265/2	0.5	1/8	1/8	4/4	2	1		iio6		d	iv		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
34	32	125	133	0.5	1/4	1/4	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	32	251/2	267/2	0.5	3/8	3/8	4/4	2	1		#viio6		d	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
34	32	126	134	1.5	1/2	1/2	4/4	2	1		i}{		d	iv		i	i						}{	m	1	1	0, -3, 1		0	0
34	32	255/2	271/2	0.5	7/8	7/8	4/4	2	1		i7		d	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
35	33	128	136	1.5	0	0	4/4	2	1		V7/v		d	iv		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
35	33	259/2	275/2	0.5	3/8	3/8	4/4	2	1		V7(9)/v		d	iv		V7(9)/v	V		7	9	v			Mm7	1	1	2, 6, 3, 0	-3	2	2
35	33	130	138	1.5	1/2	1/2	4/4	2	1		v		d	iv		v	v							m	1	1	1, -2, 2		1	1
35	33	263/2	279/2	0.5	7/8	7/8	4/4	2	1		iv7/iv		d	iv		iv7/iv	iv		7		iv			mm7	1	1	-2, -5, -1, -4		-2	-2
36	34	132	140	1.5	0	0	4/4	2	1		V7/v		d	iv		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
36	34	267/2	283/2	0.5	3/8	3/8	4/4	2	1		V7(9)/v		d	iv		V7(9)/v	V		7	9	v			Mm7	1	1	2, 6, 3, 0	-3	2	2
36	34	134	142	1.5	1/2	1/2	4/4	2	1		iv6		d	iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
36	34	271/2	287/2	0.5	7/8	7/8	4/4	2	1		viio64/III		d	iv		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
37	35	136	144	1.5	0	0	4/4	2	1		III6		d	iv		III6	III		6					M	1	1	1, -2, -3		-3	1
37	35	275/2	291/2	0.5	3/8	3/8	4/4	2	1		#viio6/iv		d	iv		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
37	35	138	146	0.5	1/2	1/2	4/4	2	1		i6/iv		d	iv		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4
37	35	277/2	293/2	0.5	5/8	5/8	4/4	2	1		#viio6/iv		d	iv		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
37	35	139	147	0.5	3/4	3/4	4/4	2	1		i/iv		d	iv		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
37	35	279/2	295/2	0.5	7/8	7/8	4/4	2	1		iio6/iv	iv/iv	d	iv		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
38	36	140	148	4.0	0	0	4/4	2	1		V7/iv}{		d	iv		V7/iv	V		7		iv		}{	Mm7	1	1	0, 4, 1, -2		0	0
39	37	144	152	0.5	0	0	4/4	2	1		i/iv		d	iv		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
39	37	289/2	305/2	0.5	1/8	1/8	4/4	2	1		V2/VII		d	iv		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
39	37	145	153	0.5	1/4	1/4	4/4	2	1		VII6		d	iv		VII6	VII		6					M	1	1	2, -1, -2		-2	2
39	37	291/2	307/2	0.5	3/8	3/8	4/4	2	1		V2	#viio64	d	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
39	37	146	154	0.5	1/2	1/2	4/4	2	1		i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
39	37	293/2	309/2	0.5	5/8	5/8	4/4	2	1		V6		d	iv		V6	V		6					M	1	1	5, 2, 1		1	5
39	37	147	155	0.5	3/4	3/4	4/4	2	1		i		d	iv		i	i							m	1	1	0, -3, 1		0	0
39	37	295/2	311/2	0.5	7/8	7/8	4/4	2	1		iio6	iv	d	iv		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
40	38	148	156	4.0	0	0	4/4	2	1		V2		d	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
41	39	152	160	0.5	0	0	4/4	2	1		i.iv}{		d	i		iv	iv						}{	m	1	1	-1, -4, 0		-1	-1
41	39	305/2	321/2	0.5	1/8	1/8	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
41	39	153	161	0.5	1/4	1/4	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
41	39	307/2	323/2	0.5	3/8	3/8	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
41	39	154	162	0.5	1/2	1/2	4/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
41	39	309/2	325/2	0.5	5/8	5/8	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
41	39	155	163	0.5	3/4	3/4	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
41	39	311/2	327/2	0.5	7/8	7/8	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
42	40	156	164	0.5	0	0	4/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	40	313/2	329/2	0.5	1/8	1/8	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
42	40	157	165	0.5	1/4	1/4	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
